ref166	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Telmatospirillum;siberiense;
ref167	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;testaceum;
ref168	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;
ref169	Bacteria;Bacillota;Bacilli;Lactobacillales;Listeriaceae;Listeria;fleischmannii;
ref170	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;Porticoccus;hydrocarbonoclasticus;
ref171	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;
ref172	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalicatena;
ref173	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;viridiflava;
ref174	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Glaesserella;parasuis;
ref175	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
ref176	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;
ref177	Bacteria;Actinomycetota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;rhamnosa;
ref178	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Candidatus Curculioniphilus;buchneri;
ref179	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas;hwangdonensis;
ref180	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;chocolatum;
ref181	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylophilus;
ref182	Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;
ref183	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;odysseyi;
ref184	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;schleiferi;
ref185	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Rodentibacter;
ref186	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;
ref187	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Candidatus Portiera;
ref188	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;
ref189	Bacteria;Actinomycetota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;succinea;
ref190	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;
ref191	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;insolitus;
ref192	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella;
ref193	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;
ref194	Bacteria;Thermodesulfobacteriota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;
ref195	Bacteria;Actinomycetota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;aurantiaca;
ref196	Bacteria;Actinomycetota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;rhizophila;
ref197	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Acidobacteriaceae (Subgroup 1);Occallatibacter;
ref198	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Rhodocista;pekingensis;
ref199	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;trichothecenolyticum;
